Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,Suggested Job Role
83,60,88,83,82,77,75,92,67,8,6,6,9,8,8
70,90,84,63,70,71,94,77,85,10,2,3,8,1,15
86,61,70,84,63,69,92,61,64,6,7,1,8,6,25
88,86,67,81,85,60,62,85,85,9,6,1,6,1,13
82,90,88,72,91,83,82,64,71,7,4,1,8,4,26
70,93,78,65,81,86,81,82,92,4,3,2,3,7,23
93,78,62,61,61,92,83,77,67,7,5,2,5,9,9
89,78,87,90,88,82,86,60,89,9,9,1,4,6,26
89,78,67,60,83,63,76,79,74,6,6,2,7,4,20
72,80,65,94,73,65,91,70,79,7,8,0,7,8,13
68,75,78,65,65,81,69,64,84,4,6,6,5,6,7
89,84,65,65,73,75,65,91,88,8,8,3,9,3,22
67,75,60,61,87,75,76,79,92,6,1,2,2,4,18
94,60,64,62,66,81,66,90,63,4,6,2,2,7,15
78,68,75,62,81,79,85,72,65,10,9,0,4,7,4
70,73,73,69,76,84,64,90,60,6,2,1,5,7,12
93,84,87,61,89,85,75,85,90,4,1,1,4,7,8
72,74,92,80,86,71,77,91,64,5,6,2,1,7,33
74,70,73,63,60,60,66,75,90,12,3,4,4,7,4
79,77,66,85,85,81,72,66,68,11,4,4,8,8,8
93,87,80,66,82,73,75,76,94,7,9,6,5,7,15
90,85,67,81,76,70,81,90,92,6,8,3,9,5,21
67,75,71,82,91,82,92,75,91,5,7,1,9,6,25
63,80,80,82,84,63,61,75,88,9,9,0,9,9,26
93,92,70,93,73,80,66,79,64,12,8,2,4,5,23
71,69,61,88,65,72,61,79,90,5,9,2,5,4,16
91,91,76,62,71,90,89,77,63,10,2,3,4,3,14
72,68,81,80,75,65,66,87,91,9,2,6,7,9,18
65,80,61,68,77,79,78,81,94,5,7,5,7,6,3
61,70,66,61,72,77,82,85,68,7,2,2,8,5,22
88,93,68,89,68,76,84,88,84,10,8,2,9,4,16
78,73,86,91,81,87,73,94,88,12,8,3,5,9,11
67,92,93,86,72,79,93,60,81,4,1,3,1,2,28
61,70,70,90,66,69,68,92,90,4,5,0,5,7,17
73,88,91,71,73,61,68,91,70,11,2,1,3,9,11
85,91,64,85,67,80,91,64,72,9,9,3,7,9,8
91,79,94,73,89,80,65,94,64,7,4,0,3,3,28
72,72,82,72,94,85,86,90,87,12,5,1,3,2,13
67,63,78,61,87,63,68,76,83,6,6,3,6,8,13
83,78,81,77,87,89,73,85,64,12,7,6,9,3,12
74,82,87,65,67,80,84,67,62,11,6,5,6,5,28
86,61,82,76,69,63,80,90,85,6,1,5,9,8,18
93,75,83,91,70,62,90,88,83,8,4,0,1,1,22
76,90,62,86,70,80,62,62,78,12,3,2,8,3,10
75,65,80,80,70,90,65,75,64,12,8,3,4,4,33
93,63,89,81,68,86,78,71,90,9,4,0,6,7,21
84,69,87,77,84,83,76,87,60,11,1,3,6,5,2
89,63,83,77,79,79,67,61,71,9,7,0,7,7,14
70,72,94,77,86,77,84,75,73,4,6,2,3,9,0
86,85,61,77,65,61,90,72,63,7,5,0,4,9,29
75,71,77,62,83,88,89,82,87,4,7,2,4,7,24
66,69,62,82,81,88,67,68,73,6,5,2,5,7,6
72,80,74,76,65,68,86,71,93,9,2,0,8,7,0
78,86,74,70,93,90,77,92,84,6,3,1,7,4,16
77,60,70,84,92,68,88,88,60,5,6,6,6,6,5
92,60,70,66,86,61,78,75,89,9,6,3,1,7,32
65,80,85,91,74,82,62,85,88,7,9,5,9,2,26
90,67,75,78,62,77,83,84,84,7,7,1,3,6,23
62,82,93,61,67,63,78,85,73,7,1,4,7,8,4
65,80,72,90,88,75,82,77,80,9,9,4,3,1,26
76,93,66,69,78,62,63,94,78,6,3,6,9,4,1
62,75,69,82,69,84,87,61,71,11,7,5,2,7,17
82,94,74,66,72,63,93,71,94,8,9,5,2,9,4
86,61,62,88,68,61,77,75,69,10,1,0,7,3,28
94,70,62,86,79,85,86,90,84,12,3,2,1,9,3
67,70,86,83,60,83,84,65,80,7,6,3,3,9,11
72,69,79,81,86,78,77,68,92,7,7,0,2,5,21
91,90,72,61,90,89,94,93,76,4,7,3,9,8,13
93,71,63,71,76,82,85,80,93,12,9,3,7,9,26
88,72,92,63,86,75,62,91,65,8,4,4,5,6,26
73,61,72,88,81,91,74,87,86,9,9,2,9,3,20
66,76,90,61,63,84,62,67,75,8,3,2,1,2,0
61,73,74,74,75,75,65,82,65,11,1,4,5,9,6
65,87,83,87,88,90,78,94,63,8,2,4,6,8,32
87,80,68,77,80,72,72,68,60,8,1,2,6,5,30
92,68,62,69,70,83,86,65,68,8,2,3,2,9,0
77,76,66,79,65,75,90,90,66,9,6,6,5,9,1
80,92,76,83,62,92,72,83,83,6,7,2,5,8,23
80,84,81,89,91,88,71,67,68,11,8,0,6,3,27
81,68,86,83,91,70,89,76,93,6,4,4,2,3,32
81,60,93,65,77,66,87,83,93,8,6,3,2,5,3
65,83,76,64,83,91,69,74,66,4,5,6,6,8,4
92,69,85,68,75,63,65,75,69,12,3,4,6,4,3
85,62,84,74,66,89,74,70,66,5,8,6,9,7,5
67,67,80,64,86,74,91,83,74,11,2,6,1,7,7
78,87,72,90,94,78,79,64,87,11,3,5,9,9,28
88,79,89,81,85,87,86,71,93,11,9,2,2,7,17
79,92,94,76,63,72,91,81,67,12,5,3,6,6,27
81,67,73,87,86,91,68,62,80,7,2,5,7,5,10
93,71,70,89,83,77,63,80,74,7,4,4,7,1,16
74,86,61,82,78,69,86,61,61,5,1,1,8,8,22
69,91,94,77,83,64,77,91,73,6,3,2,6,9,24
79,63,80,83,66,82,82,87,72,11,7,6,3,5,19
77,72,91,62,85,87,79,73,94,7,5,0,5,3,7
72,69,78,73,64,62,75,61,72,9,2,0,3,7,24
72,88,89,64,69,92,79,68,89,9,8,4,9,2,13
74,63,76,76,72,75,81,88,88,4,9,5,1,3,8
90,91,63,75,86,69,76,90,85,11,4,5,9,7,9
71,73,92,89,69,60,60,81,72,4,5,1,1,6,20
62,63,87,77,68,72,87,82,61,10,1,6,7,1,29
85,85,73,66,64,65,91,70,62,7,2,5,3,8,4
81,93,70,91,94,67,75,61,76,8,5,5,2,6,0
87,61,60,66,76,87,79,94,61,10,4,5,1,9,27
61,77,79,71,80,85,68,81,70,11,7,4,4,1,28
86,68,72,66,89,85,77,83,86,6,8,0,7,5,16
65,89,69,64,92,65,79,81,84,10,3,5,6,4,0
62,86,91,63,70,70,63,74,78,12,9,6,5,6,2
89,77,80,75,85,81,79,61,69,8,6,3,4,7,28
78,75,64,80,88,92,67,83,66,9,9,6,5,4,16
82,81,82,61,89,91,65,65,82,11,5,1,7,7,8
78,60,93,63,89,72,65,69,86,6,3,2,4,4,20
80,81,63,74,75,91,80,80,70,5,2,6,5,1,1
80,63,86,90,61,68,66,61,72,10,4,3,6,2,23
66,77,85,65,91,63,78,89,70,12,4,5,4,2,28
93,82,90,80,81,69,60,77,87,8,7,6,1,9,22
90,74,94,76,68,77,61,84,88,6,7,1,7,4,22
80,75,87,89,68,79,62,88,60,5,9,6,7,8,13
88,85,76,91,69,67,63,78,79,12,4,4,8,8,5
62,68,66,81,82,85,74,64,92,6,4,3,5,3,18
83,67,72,81,65,77,77,74,90,11,2,0,7,2,17
70,75,61,87,64,79,76,66,92,11,4,0,1,9,16
72,76,77,72,60,64,70,89,73,10,3,6,7,6,15
88,80,84,63,76,71,68,74,70,10,3,4,9,4,6
81,85,94,94,88,88,94,66,68,12,9,4,3,6,1
88,63,82,68,63,84,89,66,87,12,9,5,8,7,31
74,80,89,67,79,67,65,66,80,10,8,6,3,3,16
78,67,82,75,72,60,75,83,68,5,2,2,4,7,9
88,80,82,91,77,68,61,91,72,11,3,0,7,7,28
79,74,60,69,62,89,69,90,92,10,6,3,1,7,28
71,81,90,92,71,84,67,66,63,4,7,5,7,9,2
68,93,76,93,89,76,84,65,67,12,4,3,9,1,5
77,80,61,67,83,67,61,81,81,4,1,2,8,9,0
64,77,77,71,84,60,66,74,62,5,5,6,4,3,6
63,64,61,64,69,89,64,93,87,6,1,4,9,6,3
85,78,63,86,82,82,85,69,86,4,6,2,7,4,3
60,64,84,67,69,89,67,64,91,9,5,5,2,5,26
79,82,68,84,69,87,81,64,93,9,1,0,6,2,19
73,73,81,85,71,67,92,70,91,8,8,4,5,7,14
71,79,83,94,83,82,63,88,64,5,7,6,4,9,31
65,94,80,71,91,61,85,91,66,5,6,1,9,7,0
71,84,82,79,68,94,92,66,93,8,5,3,8,9,16
91,82,69,74,69,63,94,83,88,12,5,5,7,9,20
72,70,92,76,86,69,83,74,94,5,9,5,6,9,14
75,64,71,91,79,62,86,67,71,9,3,4,7,7,3
94,82,75,86,83,61,93,77,62,12,8,0,5,4,11
75,69,83,63,86,85,93,93,66,7,4,6,9,6,9
87,89,87,61,62,82,66,60,67,9,4,4,7,2,3
71,72,93,67,91,84,67,92,64,6,1,5,8,1,22
83,78,89,82,82,74,82,84,62,9,5,5,7,7,26
67,77,77,81,94,81,87,67,64,10,3,4,5,9,31
66,84,75,82,64,90,77,64,63,4,9,1,4,1,18
63,76,62,93,69,89,80,79,84,8,9,6,4,2,13
76,86,90,93,75,86,64,67,61,10,3,1,2,9,21
90,77,67,75,67,71,63,91,77,6,4,3,5,3,31
79,76,74,89,61,69,79,76,85,10,1,4,8,7,26
91,62,74,87,66,93,63,70,62,12,1,6,3,5,24
73,75,94,85,84,65,69,81,79,10,6,2,9,2,30
92,73,61,70,93,70,85,61,80,7,5,1,1,6,20
65,76,78,94,92,64,94,94,82,9,5,0,2,9,21
63,64,86,81,82,71,87,62,74,4,4,6,7,5,29
78,63,63,63,94,85,89,92,63,5,4,4,1,8,33
68,93,61,93,76,71,60,76,91,7,5,3,4,7,4
82,67,93,94,93,79,78,64,64,9,5,3,5,7,6
68,68,90,92,61,77,78,80,62,9,5,4,7,8,15
87,67,82,92,67,67,83,68,94,9,9,0,3,5,0
89,80,63,63,75,62,87,67,69,10,3,4,8,6,16
78,65,88,64,68,60,83,77,75,12,3,3,7,8,14
73,74,68,87,93,73,81,69,90,9,5,1,3,1,33
61,70,84,66,73,70,82,81,64,12,7,2,3,3,28
73,86,68,69,60,85,81,91,60,7,6,4,8,6,19
76,78,73,76,91,69,83,85,64,5,2,0,1,3,16
73,88,85,80,74,74,84,68,72,12,5,3,9,6,12
71,71,75,61,90,84,63,92,91,10,7,2,6,8,30
74,77,60,73,78,90,60,76,87,7,8,1,6,2,14
87,94,66,88,83,90,84,93,90,9,5,2,7,3,19
73,82,79,62,83,66,70,60,64,6,2,2,2,1,8
68,90,78,87,71,93,92,89,81,9,5,2,2,1,32
87,66,69,80,90,88,81,60,83,12,5,4,6,7,13
81,72,76,74,62,86,74,91,62,8,9,6,5,4,0
73,81,85,71,86,77,91,62,89,11,3,1,2,3,21
69,65,71,80,62,89,88,74,66,6,2,4,6,8,27
68,60,62,90,60,78,82,80,79,8,7,3,5,9,4
66,73,86,71,88,78,85,90,82,8,6,4,9,2,27
93,72,84,62,76,89,83,69,85,12,3,0,3,8,26
94,94,86,91,80,93,73,71,90,6,2,0,1,7,31
80,91,63,87,80,90,87,85,78,6,6,1,4,5,23
92,70,61,63,88,72,77,71,79,8,2,3,5,7,8
92,81,85,78,67,78,71,70,87,7,7,2,2,8,17
77,87,61,72,63,87,80,93,71,5,6,6,3,2,5
65,64,75,67,70,65,66,82,90,6,1,5,3,4,20
73,93,68,73,82,78,88,84,78,9,4,0,1,7,13
62,77,64,94,91,77,88,69,62,8,7,4,2,8,22
61,79,79,85,83,85,92,80,63,4,1,1,6,5,19
60,93,75,81,65,94,84,65,64,12,6,5,8,9,33
60,69,93,87,68,83,91,77,94,8,1,6,7,8,15
82,68,84,87,86,87,62,70,94,8,7,5,9,1,12
87,94,73,79,94,61,88,84,88,11,8,4,5,1,31
69,77,67,90,66,92,63,69,90,9,4,2,6,4,8
70,74,89,76,69,76,84,82,82,12,4,3,4,4,12
67,78,80,89,75,63,89,60,88,9,4,2,2,9,27
72,84,71,62,88,83,74,84,92,8,8,4,4,2,22
85,83,65,69,84,85,79,75,88,12,8,4,4,5,0
73,83,81,92,93,92,93,67,66,9,5,5,6,4,24
87,67,63,64,60,68,94,74,84,5,9,1,4,2,5
93,67,67,73,71,84,76,72,72,7,3,1,3,5,16
85,76,93,89,60,65,81,84,91,11,6,5,8,3,7
86,81,61,78,73,88,71,61,69,5,3,3,7,5,29
88,73,81,61,63,76,62,93,79,12,1,4,1,8,1
83,91,91,85,71,73,77,94,74,8,8,4,7,1,14
71,88,76,79,65,91,68,75,72,7,8,3,1,6,12
69,90,74,72,65,68,75,84,93,7,7,5,7,8,13
90,79,71,86,75,88,76,87,92,4,9,1,1,2,10
74,91,88,65,85,68,93,70,83,10,6,1,9,9,25
74,76,72,86,75,67,87,92,63,11,3,1,5,2,26
65,84,84,86,86,65,78,69,80,11,1,3,7,5,9
86,69,88,85,66,64,70,92,86,7,2,3,5,8,27
62,80,88,61,94,68,72,65,74,7,2,0,6,7,21
86,72,74,90,67,71,78,84,61,9,1,4,5,8,19
68,89,71,77,92,87,89,71,64,12,2,3,6,6,29
77,66,75,84,91,62,78,74,78,10,6,4,7,8,14
79,92,78,75,83,62,63,81,66,10,6,6,7,1,8
93,91,79,62,80,87,84,78,61,7,9,6,8,2,1
78,77,66,74,66,80,61,73,77,7,4,4,6,6,22
84,70,72,69,77,77,62,86,65,11,3,1,1,9,26
73,82,81,73,88,78,70,64,75,8,8,6,4,5,18
79,76,85,83,93,61,61,67,75,11,1,4,4,8,6
93,85,60,75,69,84,82,65,88,6,9,6,6,9,9
65,87,93,64,82,62,79,60,78,6,2,4,2,2,28
67,67,75,87,86,94,61,94,87,9,5,6,5,4,18
94,70,61,66,66,61,74,90,80,4,6,5,4,6,24
94,82,62,75,76,71,63,65,74,12,7,4,1,1,17
90,92,92,83,81,84,66,81,89,12,3,2,7,9,2
81,68,82,93,79,73,85,87,84,5,5,0,3,3,14
73,66,71,73,60,87,61,73,88,4,7,6,5,9,26
77,73,66,74,73,71,88,74,76,4,8,2,8,5,31
77,77,63,63,90,64,78,93,69,4,3,6,8,1,16
61,77,76,67,88,63,69,78,80,5,2,2,8,3,25
70,89,93,68,92,94,60,63,75,9,1,5,3,8,4
67,80,70,63,62,62,83,71,74,8,7,6,5,6,14
72,80,71,66,83,91,94,83,72,5,9,0,3,1,32
69,78,94,66,69,68,65,84,84,6,2,1,8,9,20
64,70,74,94,60,70,84,93,75,12,8,2,2,4,22
69,85,85,83,83,92,83,81,62,11,1,6,9,1,32
75,78,92,76,89,85,89,77,62,9,7,6,8,3,26
75,84,83,69,75,71,70,79,64,4,1,1,1,4,28
61,67,63,83,89,78,73,88,82,11,4,2,4,4,13
94,84,94,88,68,86,61,71,61,7,4,4,3,7,1
90,91,70,65,81,83,74,75,91,10,9,1,1,5,16
77,73,87,74,62,66,89,74,74,6,5,5,1,5,3
62,80,92,88,74,69,82,71,92,8,2,2,1,7,26
78,73,62,85,85,89,87,93,88,4,5,1,9,3,16
93,87,87,81,74,63,82,85,74,8,2,4,4,1,12
76,70,90,67,91,93,77,83,66,11,5,0,3,3,4
81,88,91,76,64,90,82,93,76,7,3,3,2,6,32
65,92,60,92,86,60,61,60,85,8,1,5,5,8,2
71,83,92,88,84,60,73,90,64,10,5,4,4,7,32
90,72,91,62,65,85,86,82,67,12,1,1,9,4,13
81,64,90,85,75,82,83,93,80,5,7,6,9,1,33
91,85,68,93,91,75,87,72,64,6,7,3,3,1,15
89,73,70,65,67,67,60,71,94,6,9,4,4,6,26
71,82,79,91,87,78,88,74,91,11,6,3,7,6,27
63,62,85,78,78,89,88,79,87,5,1,6,7,6,5
76,94,74,73,82,89,64,92,64,7,2,3,2,7,27
75,84,64,68,90,74,82,88,78,8,4,6,7,1,29
61,91,74,61,79,69,92,74,84,11,5,4,4,8,25
88,65,84,73,83,94,92,66,94,8,2,3,7,1,16
93,79,91,76,68,89,91,81,72,10,5,0,6,5,10
61,79,75,87,68,75,81,70,92,7,9,4,3,2,9
74,77,83,65,71,69,68,91,67,4,5,3,3,2,25
92,77,89,93,72,60,94,86,80,4,1,3,5,6,15
66,81,89,68,75,72,77,83,80,6,9,1,7,4,28
81,87,73,71,74,79,65,74,67,12,4,0,5,3,7
65,73,74,69,81,73,86,79,70,11,4,5,9,1,31
66,81,63,71,63,64,72,83,68,4,7,3,3,3,5
65,63,64,68,69,71,64,82,84,10,5,3,7,8,16
63,80,88,61,79,80,60,81,72,9,5,0,3,2,10
60,69,70,65,71,91,90,73,83,4,8,6,5,8,16
83,77,70,61,67,78,60,72,76,8,4,6,7,7,4
78,86,92,75,60,80,90,93,72,10,4,0,6,1,3
86,65,93,85,84,91,82,94,92,10,4,1,2,1,6
66,74,94,72,70,69,73,76,86,10,4,6,7,8,10
60,82,91,62,75,84,73,91,71,11,7,5,3,4,9
93,67,90,77,93,74,61,66,72,7,2,5,4,7,19
71,91,81,90,77,62,64,71,88,8,9,3,7,9,29
78,94,72,69,74,71,75,91,87,4,2,6,2,5,30
87,61,88,61,89,74,81,81,92,4,5,0,6,6,9
69,60,91,61,69,88,63,80,68,10,9,6,1,8,17
72,75,61,85,75,80,86,65,82,5,6,3,1,7,15
68,84,61,85,88,79,77,89,88,7,5,4,7,2,15
84,72,85,68,73,64,86,86,71,5,2,6,8,7,3
87,71,67,74,66,64,82,69,67,12,9,1,4,2,3
91,80,81,60,93,72,80,69,62,12,9,6,3,6,15
86,83,64,87,86,73,92,72,67,4,1,3,5,7,29
64,60,77,87,89,70,81,92,72,12,8,0,7,9,13
89,68,62,61,78,82,64,68,71,7,8,4,2,8,27
84,70,81,73,61,80,86,70,76,11,2,4,9,8,1
74,67,76,93,89,68,79,63,74,9,1,0,4,1,16
77,77,94,87,85,84,82,82,68,5,1,6,6,7,14
85,87,80,81,84,62,89,60,83,7,4,1,2,4,15
83,83,61,87,86,83,84,77,86,4,3,6,4,1,17
75,77,74,86,71,77,69,80,64,12,5,0,3,6,8
86,67,80,91,73,80,86,76,89,9,3,4,8,2,29
88,65,94,80,75,71,72,87,61,7,9,2,7,4,13
87,78,88,75,90,89,79,76,94,5,3,4,4,6,13
86,85,85,61,82,93,80,64,86,9,5,5,7,1,7
87,84,90,93,94,66,81,85,93,11,1,0,6,8,4
74,69,82,92,68,78,70,70,69,5,5,4,7,2,8
70,91,88,85,78,86,61,69,67,5,7,3,2,2,26
85,66,81,78,85,70,78,70,80,8,9,1,4,8,11
61,90,63,94,66,84,80,92,81,5,2,4,9,5,23
79,72,86,85,62,66,81,78,86,6,2,5,6,5,29
76,63,72,89,85,66,65,89,69,8,2,3,7,2,6
81,88,90,67,68,92,82,86,69,10,5,6,6,2,12
79,68,75,64,61,94,81,90,62,12,8,5,2,2,33
73,78,92,65,73,75,93,71,75,4,8,0,4,4,2
70,92,73,82,62,74,90,64,88,8,5,4,2,4,16
80,86,90,70,60,82,87,76,61,7,7,5,3,5,25
74,69,69,78,80,69,90,68,69,6,6,6,5,3,33
79,63,80,78,63,62,70,61,75,12,5,5,7,6,10
72,82,70,67,80,72,93,75,90,6,3,0,9,2,18
71,75,63,78,91,60,73,83,63,8,2,3,3,3,29
83,90,88,82,94,84,88,85,93,11,9,3,2,5,16
85,90,76,85,91,92,92,62,77,12,6,1,4,5,24
75,67,84,75,83,69,68,72,75,4,6,5,7,4,18
74,67,90,86,86,85,85,91,79,4,6,4,9,1,31
73,75,75,69,84,89,70,88,88,8,6,5,6,5,17
92,74,86,79,91,72,64,92,86,9,5,3,5,8,24
72,92,66,64,86,88,83,68,90,11,7,4,7,6,15
66,71,79,90,88,62,79,77,90,5,3,4,5,2,26
61,86,86,63,84,80,91,68,64,4,8,5,1,3,2
76,89,85,65,80,60,88,76,86,7,6,1,2,2,8
87,84,88,69,60,65,61,65,92,11,4,1,4,7,2
62,86,62,80,71,80,78,65,82,4,5,2,1,4,15
66,92,91,65,66,69,86,64,78,6,1,5,4,7,26
71,89,73,64,83,84,72,75,66,10,5,1,3,4,4
83,88,86,77,74,77,91,73,60,8,5,6,9,9,31
92,63,76,81,77,61,75,92,78,10,7,1,8,4,24
94,68,73,89,75,70,63,63,69,9,2,2,5,6,24
86,85,90,79,80,60,73,78,76,10,3,0,2,1,18
64,77,67,67,61,89,92,93,90,4,5,5,9,6,27
93,91,92,88,68,86,94,86,71,4,2,6,5,8,33
72,72,84,83,84,86,62,80,67,11,6,0,4,2,30
94,81,94,66,90,73,66,94,80,5,4,4,2,6,8
80,87,66,70,94,80,77,81,79,4,1,5,5,9,11
73,70,81,76,79,92,77,73,80,8,7,5,9,6,25
93,70,90,88,89,81,69,65,62,9,7,4,3,8,18
79,69,86,60,71,92,89,79,74,4,6,1,1,9,16
70,67,61,83,70,61,79,88,61,8,6,5,8,8,18
71,75,87,60,63,67,61,92,67,4,3,2,7,7,29
78,75,76,75,66,77,61,71,65,7,4,5,2,9,15
69,65,76,74,81,60,91,94,60,11,1,5,3,8,13
77,82,87,85,76,85,86,69,82,9,8,1,8,6,19
86,64,64,62,66,64,68,61,68,6,6,2,8,4,17
76,78,67,75,91,78,86,80,91,4,8,2,1,4,5
70,80,87,82,76,89,70,65,62,5,6,4,9,5,20
79,77,71,87,73,76,75,75,94,5,2,4,8,2,33
90,91,73,66,86,64,94,75,86,11,7,4,7,2,29
81,67,79,60,76,89,94,78,85,10,2,0,7,3,30
69,61,92,63,78,61,81,93,70,8,1,0,4,9,9
60,73,69,61,75,76,70,73,94,9,2,4,2,1,21
94,92,92,84,78,73,72,63,81,11,8,6,4,6,1
73,68,94,73,75,83,75,76,61,12,5,4,1,4,23
85,76,77,84,66,87,94,68,72,5,3,1,6,1,5
72,69,62,72,77,61,69,83,72,4,4,5,7,6,26
81,65,78,86,86,94,74,69,65,8,4,2,1,2,6
90,65,63,83,86,77,82,81,87,4,6,6,4,1,13
79,61,68,92,93,61,76,83,67,6,7,0,1,9,16
74,69,76,72,70,86,60,94,93,6,9,2,3,6,3
66,72,68,80,63,90,73,92,71,11,8,0,6,9,27
79,79,69,74,74,93,89,71,61,4,3,6,3,3,26
89,72,81,93,63,85,93,63,81,11,4,0,1,6,20
75,67,92,73,67,68,65,79,69,12,5,2,1,6,8
89,88,77,67,82,84,88,65,77,7,8,6,5,2,19
76,82,65,93,69,88,94,72,69,8,8,0,2,3,7
68,92,75,82,63,78,90,89,68,6,1,4,3,6,5
90,62,75,61,86,74,73,85,82,9,8,2,3,7,12
64,87,89,80,86,70,86,75,87,4,7,2,2,2,15
93,70,81,89,94,68,86,92,64,4,3,6,1,2,16
78,65,65,65,61,67,85,90,78,12,9,0,9,2,33
92,75,90,69,71,89,78,84,85,12,8,2,6,1,6
87,60,75,76,65,66,75,91,88,12,7,1,5,9,3
64,88,63,70,72,90,61,64,60,5,8,6,9,7,33
92,81,65,76,64,85,88,78,91,7,3,2,4,7,28
60,61,65,67,61,85,88,91,60,12,8,4,6,4,11
73,89,82,67,92,74,78,69,83,6,8,6,5,1,14
67,60,84,68,74,72,82,66,74,6,6,2,6,6,23
72,73,64,91,63,81,94,90,91,8,4,5,9,9,28
74,62,89,67,68,65,92,82,74,9,5,3,8,3,28
69,69,91,80,85,75,61,69,74,6,5,6,3,9,24
81,88,78,72,94,64,79,93,77,8,9,3,6,6,10
72,73,68,69,73,78,94,74,72,11,6,6,1,5,7
83,83,72,84,67,72,74,86,66,11,8,1,1,5,19
81,87,68,76,82,75,91,84,73,6,5,0,2,2,6
62,64,77,91,88,61,88,86,73,12,4,4,8,7,29
67,92,77,89,68,72,84,64,92,5,5,3,6,8,8
69,70,83,91,86,94,73,77,70,11,2,3,7,4,12
91,74,64,76,91,93,94,74,78,5,2,1,8,9,29
65,60,70,73,80,82,64,78,83,9,4,2,5,8,16
71,68,89,68,65,66,90,64,84,10,9,6,2,3,27
77,71,72,76,67,61,70,78,90,4,9,5,8,1,4
67,82,75,73,92,71,76,90,75,7,1,5,5,8,2
65,60,77,70,87,85,62,94,74,5,4,0,3,9,16
79,73,76,67,84,88,92,73,88,5,7,5,5,7,28
84,74,72,93,83,60,88,79,89,11,2,2,6,3,19
83,64,82,86,71,80,75,66,68,6,3,3,3,9,2
71,67,70,84,87,76,69,93,60,8,6,2,9,4,18
78,74,69,90,78,66,85,63,60,5,1,3,9,8,8
65,80,86,72,61,71,70,78,75,6,2,5,7,1,21
80,89,71,72,73,75,64,94,86,10,9,1,6,9,16
69,84,61,93,85,77,74,78,70,6,7,2,8,6,1
69,84,83,81,94,88,75,72,63,11,2,6,4,8,32
65,85,83,83,73,71,94,89,61,9,6,1,2,5,23
89,71,76,77,70,67,62,80,69,12,3,3,7,9,31
94,74,66,79,80,82,66,93,91,7,9,6,9,3,22
87,70,72,66,84,71,89,64,70,11,2,2,6,7,28
78,65,67,62,70,72,66,94,69,7,4,3,1,1,5
77,77,86,67,76,70,88,73,81,6,4,0,4,5,31
72,61,80,64,71,61,77,88,83,4,2,4,1,8,11
88,91,94,64,60,86,82,79,93,11,9,3,5,3,11
68,81,67,74,79,74,62,84,74,8,7,4,9,8,30
70,60,70,66,84,64,94,81,77,10,5,4,8,6,17
72,84,94,79,61,87,78,80,92,12,5,3,8,1,29
64,91,83,65,76,69,68,82,88,4,3,0,6,6,22
65,78,76,80,92,69,83,75,90,5,3,5,5,6,19
60,69,74,65,77,80,92,82,74,10,7,3,2,1,19
86,64,82,87,85,63,64,71,68,8,5,4,1,5,15
89,60,85,75,65,68,75,77,72,5,3,6,3,2,25
88,75,81,73,60,81,75,73,73,10,4,1,3,4,16
61,93,83,84,82,71,76,88,77,4,8,4,4,3,3
61,94,85,63,82,76,69,65,73,5,2,3,6,4,21
79,69,93,94,72,77,60,69,82,10,8,0,8,2,1
80,62,72,85,76,68,65,81,76,10,4,1,7,2,6
63,77,70,70,62,68,62,93,84,11,5,4,1,6,24
73,68,92,68,62,70,78,85,88,11,4,2,1,7,17
74,76,61,79,80,70,60,71,78,6,8,6,3,3,16
89,80,87,73,65,71,77,65,72,5,5,4,4,8,30
73,82,70,81,91,82,77,94,60,11,6,3,3,6,14
64,82,68,81,88,92,64,63,90,11,1,4,9,7,26
89,62,61,81,63,86,64,65,69,4,8,5,2,2,25
88,71,71,92,74,70,62,92,82,10,5,2,8,2,17
67,79,87,79,70,69,88,75,80,4,2,2,8,6,11
62,82,71,83,66,77,72,72,64,7,8,6,9,6,11
65,75,66,65,74,65,87,83,63,7,9,3,3,7,2
91,76,62,67,68,60,87,91,67,7,3,1,2,6,4
76,75,82,78,89,83,71,86,75,7,8,1,5,6,15
67,88,85,83,81,62,71,90,69,6,7,2,4,7,13
89,72,68,63,94,61,86,75,63,11,5,6,3,6,12
94,93,93,78,79,64,64,84,91,8,4,4,6,7,32
91,69,87,74,85,92,84,86,62,9,2,4,7,5,29
67,66,78,66,91,74,90,73,86,10,3,4,8,4,20
86,85,76,82,93,64,64,88,75,9,4,5,3,4,25
70,92,76,71,90,80,83,72,94,6,6,0,6,5,33
64,65,66,70,93,61,78,80,89,7,5,6,4,3,6
68,62,60,64,92,66,77,64,84,7,6,5,4,7,11
91,93,79,65,93,91,89,81,62,5,8,5,2,4,3
93,61,61,93,63,74,77,82,73,4,9,6,6,2,0
79,94,63,87,61,87,88,62,85,5,5,0,1,6,33
69,64,77,70,69,86,62,61,78,5,1,3,3,2,29
64,89,77,84,94,79,94,65,87,10,6,2,3,5,16
90,81,70,80,69,72,94,88,68,5,2,1,4,1,9
88,67,87,85,61,71,91,72,71,8,6,5,9,6,8
